Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Screen_Time_Per_Day,Physical_Activity_Hours,Attendance_Percentage,Healthy_Eating_Score,Academic_Performance
S05672,3.1,7.3,7.9,1.7,76.7,9,52.3
S05673,2.0,5.9,7.3,1.4,96.9,8,45.1
S05674,7.2,4.7,6.2,1.1,88.3,6,66.3
S05675,1.0,6.1,2.7,0.5,95.0,1,39.8
S05676,3.0,6.4,8.7,0.5,86.8,1,42.9
S05677,3.3,6.6,3.1,1.3,90.7,7,69.3
S05678,5.0,5.8,4.5,0.7,94.9,3,53.5
S05679,3.5,6.1,6.4,0.7,100.0,3,42.3
S05680,2.3,7.0,6.5,0.9,95.7,9,46.7
S05681,1.6,6.1,6.1,0.9,89.5,10,24.8
S05682,2.5,7.7,4.2,1.5,71.5,4,57.7
S05683,1.5,7.8,3.8,0.7,60.8,3,34.4
S05684,3.1,9.9,10.1,1.4,83.7,2,49.7
S05685,2.2,8.4,4.9,1.2,77.9,5,24.2
S05686,0.8,7.3,4.7,0.2,78.2,9,29.7
S05687,4.9,6.3,3.6,1.1,84.2,8,51.6
S05688,2.3,7.4,5.5,0.0,91.6,8,37.4
S05689,1.1,7.4,5.4,0.6,78.8,1,39.5
S05690,2.7,6.4,5.0,1.2,94.0,9,42.0
S05691,3.1,7.9,5.8,1.0,85.3,8,35.8
S05692,0.4,5.3,8.5,0.1,85.4,3,17.2
S05693,3.5,6.7,3.8,0.4,100.0,8,45.4
S05694,1.4,7.7,5.1,0.0,86.8,9,45.7
S05695,5.6,6.7,3.7,0.3,84.5,2,61.0
S05696,3.8,6.8,5.6,1.3,90.2,1,56.5
S05697,2.4,6.8,3.9,0.7,100.0,1,36.3
S05698,1.9,6.0,3.9,1.1,84.5,1,48.0
S05699,2.8,8.4,2.1,1.0,89.4,5,60.5
S05700,3.9,5.8,5.2,1.0,83.9,2,53.8
S05701,3.0,7.4,5.9,1.5,84.0,4,42.3
S05702,2.7,7.5,8.7,0.9,80.1,1,37.0
S05703,3.1,5.9,5.9,1.5,79.4,2,40.0
S05704,2.1,7.1,4.1,0.0,100.0,7,38.0
S05705,2.5,5.9,2.3,1.6,79.5,9,39.7
S05706,0.0,8.7,2.6,0.4,69.6,6,27.3
S05707,4.5,5.6,2.4,0.5,86.3,10,47.1
S05708,3.4,6.2,8.8,0.6,95.2,10,37.2
S05709,1.8,5.5,5.6,1.5,97.4,5,18.8
S05710,5.8,5.4,3.8,0.6,73.1,10,68.8
S05711,3.1,8.9,3.1,0.7,96.1,7,71.1
S05712,1.4,7.7,3.3,0.5,100.0,9,37.0
S05713,4.3,7.2,3.8,1.1,78.2,2,64.5
S05714,3.6,6.2,7.6,1.4,83.3,6,37.0
S05715,3.6,8.1,4.9,1.9,72.7,3,44.4
S05716,2.4,6.0,2.1,2.2,100.0,10,56.0
S05717,3.7,8.0,9.6,1.3,70.1,10,59.2
S05718,2.6,6.0,2.7,1.2,81.0,4,43.0
S05719,3.8,6.2,3.8,0.4,92.8,5,56.1
S05720,0.1,7.9,7.6,2.0,78.2,5,2.0
S05721,2.3,8.0,5.8,1.1,75.1,10,37.2
S05722,5.6,7.7,4.1,0.9,84.5,8,71.1
S05723,1.8,5.7,2.5,1.2,100.0,5,51.2
S05724,2.1,6.5,3.1,0.7,82.4,2,42.5
S05725,2.3,7.2,3.2,0.0,82.9,2,39.9
S05726,1.2,6.0,5.0,1.3,73.8,1,36.5
S05727,0.0,8.6,5.4,1.7,88.9,2,37.1
S05728,2.7,4.1,4.7,1.3,93.8,1,28.8
S05729,3.2,6.1,4.9,1.0,78.9,3,27.5
S05730,2.9,6.4,2.9,1.0,90.4,5,43.2
S05731,2.8,4.0,5.6,1.1,79.0,3,35.8
S05732,3.1,5.3,7.6,1.1,66.1,7,33.9
S05733,4.5,7.8,4.7,1.0,89.6,10,73.7
S05734,2.7,7.0,4.6,1.0,100.0,2,53.2
S05735,2.1,8.9,5.2,1.8,73.0,5,37.5
S05736,2.6,8.9,7.2,1.2,86.8,3,40.3
S05737,3.9,7.5,3.2,1.1,98.1,2,38.2
S05738,5.1,7.4,7.9,1.3,84.0,4,48.2
S05739,2.1,7.1,5.8,1.3,70.7,9,23.2
S05740,3.1,4.0,5.1,1.5,85.4,9,45.1
S05741,3.5,5.3,7.4,0.6,99.9,6,36.7
S05742,1.5,7.1,2.6,0.8,79.9,7,59.3
S05743,3.0,7.7,6.0,0.6,87.3,1,31.5
S05744,0.8,7.3,5.9,1.4,74.5,3,22.8
S05745,0.3,5.9,3.1,1.4,84.0,2,29.5
S05746,3.6,8.1,5.9,0.4,88.9,9,44.4
S05747,2.4,8.8,5.6,1.2,86.3,10,42.8
S05748,3.3,8.1,4.6,1.7,80.7,8,47.5
S05749,3.0,8.2,6.7,0.9,89.4,3,50.0
S05750,1.5,6.3,3.9,1.2,91.7,10,37.6
S05751,2.9,8.3,5.5,1.4,92.4,8,48.1
S05752,1.2,7.2,4.7,0.3,82.1,10,22.4
S05753,5.1,7.6,3.8,1.1,78.8,8,56.4
S05754,1.0,7.4,6.0,1.6,100.0,8,22.5
S05755,2.7,6.9,4.6,0.7,86.4,4,46.7
S05756,1.4,6.0,2.1,1.4,82.4,7,51.5
S05757,3.9,6.9,1.4,1.0,70.2,10,53.8
S05758,2.5,8.2,6.6,0.7,75.7,8,19.7
S05759,2.2,6.5,2.6,1.0,78.6,10,36.8
S05760,4.3,8.1,5.6,0.7,89.4,5,49.8
S05761,3.0,7.9,5.1,0.6,81.4,9,55.2
S05762,3.8,6.6,4.3,0.9,85.2,9,45.5
S05763,1.5,8.7,8.9,1.0,70.7,3,51.0
S05764,0.9,6.6,5.4,0.9,99.0,3,9.3
S05765,3.2,8.8,6.5,0.9,77.6,8,36.8
S05766,2.5,7.5,5.6,1.1,87.4,7,53.3
S05767,3.9,7.0,4.5,1.3,79.7,9,55.6
S05768,2.9,5.9,5.0,0.4,81.8,2,47.8
S05769,3.3,6.9,7.9,0.9,77.1,2,41.3
S05770,0.6,6.8,7.2,0.0,88.0,7,35.4
S05771,5.8,5.5,8.9,0.9,75.2,8,57.0
S05772,2.8,6.7,5.4,1.1,88.1,3,38.8
S05773,4.0,6.0,3.2,1.3,83.8,1,50.2
S05774,1.7,7.7,4.1,1.1,91.3,10,28.3
S05775,3.5,8.6,2.6,1.3,92.3,7,66.9
S05776,1.0,5.5,6.5,1.0,81.8,6,19.4
S05777,3.7,9.1,3.8,0.7,88.7,1,65.6
S05778,2.5,6.8,1.0,0.4,80.5,9,52.4
S05779,3.0,5.8,9.9,0.9,98.2,6,31.7
S05780,4.0,7.9,3.9,0.6,81.4,5,66.2
S05781,1.2,6.5,3.8,0.9,83.0,3,33.7
S05782,2.0,6.9,8.3,0.8,80.3,9,44.4
S05783,3.7,6.5,2.6,1.2,77.7,7,47.8
S05784,6.1,6.0,7.3,1.0,100.0,4,67.4
S05785,2.8,7.9,3.8,1.2,89.9,1,58.7
S05786,3.9,6.7,2.4,1.2,85.7,4,47.0
S05787,2.8,5.3,8.4,0.9,80.2,3,33.4
S05788,5.9,7.7,6.8,0.9,96.1,6,36.4
S05789,0.4,5.6,6.8,1.3,79.5,1,20.1
S05790,3.1,5.6,5.7,2.2,86.2,4,29.8
S05791,0.6,8.4,6.2,0.5,100.0,1,35.9
S05792,0.0,5.6,2.5,1.0,75.4,1,42.5
S05793,3.4,4.2,5.2,0.4,90.4,6,67.0
S05794,3.2,7.7,3.1,1.0,87.9,6,61.2
S05795,2.6,6.6,2.2,0.7,90.3,9,51.7
S05796,2.8,6.7,5.8,0.9,82.2,7,38.5
S05797,7.6,6.6,7.3,1.1,79.1,6,52.6
S05798,2.6,7.3,4.2,0.8,87.3,3,38.4
S05799,3.8,6.1,4.6,0.1,80.4,3,39.8
S05800,2.0,8.8,2.7,1.7,61.7,5,61.6
S05801,3.4,5.2,5.0,1.4,76.8,6,16.6
S05802,2.6,7.5,6.5,0.9,81.8,6,43.3
S05803,2.4,7.8,6.6,0.6,74.2,8,46.5
S05804,5.7,6.1,6.1,1.0,86.5,8,70.9
S05805,4.8,5.8,3.8,1.2,77.4,1,44.2
S05806,3.2,8.2,3.7,1.4,84.6,3,52.1
S05807,0.0,5.8,6.6,1.4,100.0,5,27.9
S05808,2.5,6.3,6.6,1.5,97.3,9,32.7
S05809,7.1,8.1,4.7,0.1,90.9,4,71.9
S05810,2.7,7.0,4.1,0.8,100.0,5,41.9
S05811,4.7,4.8,7.3,1.5,84.3,1,35.9
S05812,5.2,9.1,4.3,0.5,84.4,7,80.2
S05813,3.3,6.4,6.5,1.6,74.4,2,54.5
S05814,1.7,6.5,4.7,1.9,97.8,1,45.4
S05815,0.0,7.3,2.9,1.6,100.0,2,32.8
S05816,4.0,7.8,8.2,1.3,94.1,8,54.2
S05817,1.8,9.4,5.2,0.8,99.2,1,52.4
S05818,3.3,5.0,3.6,1.1,57.6,1,58.2
S05819,1.1,8.0,2.2,0.3,100.0,1,21.1
S05820,2.6,7.9,2.4,0.6,84.0,2,39.9
S05821,3.1,6.8,4.3,0.6,100.0,1,44.9
S05822,3.4,7.9,8.9,1.0,100.0,2,46.4
S05823,1.3,8.1,3.8,0.8,92.7,7,31.9
S05824,4.8,5.3,7.9,1.1,81.6,1,45.5
S05825,2.1,9.1,4.7,1.4,86.6,10,39.7
S05826,0.5,5.1,2.6,0.6,65.9,2,0.6
S05827,2.8,5.6,4.1,1.1,94.3,3,33.7
S05828,3.1,6.7,2.4,0.8,59.4,2,55.1
S05829,3.2,9.3,3.3,1.1,82.0,3,59.1
S05830,5.0,6.6,3.2,1.3,100.0,7,43.2
S05831,2.6,7.0,1.2,1.5,92.2,2,54.4
S05832,2.8,8.7,8.0,1.3,69.7,3,60.5
S05833,1.3,6.6,5.4,1.2,71.6,6,40.1
S05834,4.2,5.6,3.6,0.3,79.0,4,59.3
S05835,3.3,6.5,5.4,0.5,85.8,1,45.9
S05836,2.4,8.6,3.3,0.6,93.8,8,57.8
S05837,0.1,7.1,1.0,1.2,91.0,7,31.9
S05838,5.2,9.3,10.9,0.4,74.4,8,52.6
S05839,1.2,7.9,5.4,1.2,91.2,9,29.6
S05840,2.1,6.2,3.8,1.1,92.3,9,41.3
S05841,3.5,7.1,1.1,0.0,89.9,3,46.7
S05842,1.2,6.0,2.0,0.5,100.0,9,22.3
S05843,0.8,6.2,8.3,1.5,92.3,6,22.3
S05844,0.0,10.0,8.0,1.3,94.7,10,28.8
S05845,4.1,8.2,6.5,0.6,100.0,10,49.1
S05846,2.2,8.0,2.8,0.5,93.5,2,58.1
S05847,7.4,6.3,8.0,0.0,79.5,1,61.2
S05848,1.5,8.9,5.9,1.7,97.4,4,43.1
S05849,1.6,8.3,6.3,1.0,81.0,9,49.3
S05850,2.2,9.3,5.9,1.9,75.2,2,47.5
S05851,3.4,9.2,2.0,0.9,76.0,1,68.7
S05852,2.3,5.2,2.6,1.1,97.3,2,41.4
S05853,3.9,5.7,4.0,1.4,91.2,7,48.5
S05854,1.5,5.8,6.3,1.8,95.6,5,30.1
S05855,0.9,5.9,2.2,1.3,91.3,5,36.5
S05856,0.3,7.4,4.6,1.0,86.9,10,44.0
S05857,0.0,6.3,4.6,1.0,88.2,4,23.3
S05858,2.2,9.5,6.6,0.5,90.9,1,46.2
S05859,2.5,9.3,6.3,0.8,79.0,8,51.1
S05860,2.1,7.0,3.0,1.0,72.1,1,47.6
S05861,4.9,9.3,7.9,1.7,80.1,10,52.9
S05862,4.8,8.8,2.7,0.8,90.4,3,68.8
S05863,2.5,6.5,7.2,1.5,78.5,2,34.8
S05864,0.3,4.6,3.9,1.0,100.0,2,19.4
S05865,2.1,6.7,5.3,1.6,89.4,9,53.5
S05866,2.1,6.2,5.5,1.3,86.2,9,24.1
S05867,2.0,7.2,5.4,1.3,78.9,5,45.8
S05868,2.0,7.1,6.3,1.5,94.2,2,30.9
S05869,2.0,7.1,5.8,1.4,72.9,10,31.0
S05870,2.4,7.6,6.6,1.5,88.2,7,41.6
S05871,2.0,5.5,5.9,2.1,80.6,8,51.0
S05872,3.3,7.5,2.5,1.8,86.2,9,57.4
S05873,3.5,6.5,5.5,1.2,89.9,4,54.9
S05874,1.6,7.2,3.9,0.8,73.5,1,28.2
S05875,4.9,8.1,2.8,1.2,68.3,7,65.7
S05876,1.5,5.5,4.4,0.0,75.7,7,31.2
S05877,0.6,6.7,5.4,1.4,93.8,1,10.6
S05878,3.6,6.9,5.5,0.5,88.7,4,54.4
S05879,1.8,6.4,7.1,1.6,81.0,4,25.8
S05880,3.5,8.1,7.6,2.0,100.0,1,60.5
S05881,0.0,6.1,5.7,0.3,97.9,7,14.9
S05882,5.1,6.3,6.0,1.0,95.4,3,64.3
S05883,4.0,6.1,5.2,0.5,77.8,1,50.9
S05884,0.7,8.3,6.5,0.1,95.3,7,53.8
S05885,0.8,6.4,6.0,0.9,88.4,3,36.5
S05886,5.5,7.6,4.9,1.3,77.8,3,62.1
S05887,1.9,9.4,9.3,1.4,84.0,3,53.8
S05888,1.7,6.9,3.9,1.1,74.6,4,37.7
S05889,0.0,8.3,7.9,0.2,77.9,5,13.0
S05890,2.5,9.0,2.3,1.1,73.6,1,47.9
S05891,2.7,8.2,6.6,0.3,94.6,3,41.5
S05892,4.1,7.0,7.9,0.3,84.3,1,52.2
S05893,0.9,7.8,1.2,0.5,75.6,3,42.3
S05894,0.7,5.5,5.3,1.5,90.2,3,31.7
S05895,3.7,6.1,6.4,1.3,85.0,4,46.0
S05896,4.5,6.3,5.5,1.2,95.5,10,56.9
S05897,0.6,9.7,5.8,0.6,86.3,1,35.5
S05898,4.6,6.0,5.3,0.8,70.6,5,42.2
S05899,3.1,6.0,2.8,0.3,80.0,4,44.5
S05900,4.6,5.7,9.7,1.7,73.4,5,48.7
S05901,2.9,7.7,4.0,2.1,90.6,6,51.2
S05902,0.0,7.2,5.9,1.3,95.8,3,24.7
S05903,2.8,8.3,3.7,1.4,69.6,3,52.0
S05904,4.6,7.8,1.0,0.9,83.8,5,61.1
S05905,1.7,5.3,3.2,0.2,96.5,5,40.8
S05906,2.4,6.0,2.1,0.6,69.4,9,42.4
S05907,2.7,8.6,7.2,0.8,80.6,7,54.5
S05908,0.0,6.8,3.8,0.8,85.0,6,33.0
S05909,5.5,8.4,4.0,0.7,95.7,2,60.7
S05910,1.6,6.8,2.9,1.0,90.4,9,34.8
S05911,3.8,5.8,5.2,0.6,92.5,10,31.3
S05912,2.9,6.6,3.6,2.1,91.0,3,50.8
S05913,4.9,5.8,7.0,0.3,81.3,7,44.8
S05914,3.6,6.3,5.6,1.4,100.0,8,45.1
S05915,2.6,7.2,3.9,0.9,78.3,9,41.7
S05916,1.7,7.6,6.7,1.2,57.2,5,36.6
S05917,4.2,5.1,5.0,1.3,67.0,6,35.4
S05918,0.2,7.0,5.0,1.1,83.8,6,38.4
S05919,4.0,6.3,2.1,0.4,81.7,5,51.9
S05920,1.4,6.2,4.9,0.8,79.6,7,27.2
S05921,4.9,7.2,5.6,1.1,86.5,1,61.2
S05922,3.2,6.3,7.7,1.1,97.0,5,36.8
S05923,4.0,8.7,3.5,0.5,89.5,10,37.7
S05924,3.1,8.4,9.6,1.6,91.5,6,65.7
S05925,0.4,8.4,6.1,0.0,74.2,3,38.2
S05926,1.7,6.4,2.0,0.9,79.8,2,52.5
S05927,4.0,5.8,3.3,0.5,92.0,4,41.8
S05928,3.2,7.1,7.8,1.1,86.1,3,47.5
S05929,4.8,6.8,7.5,1.5,89.8,6,48.7
S05930,3.6,6.3,5.0,0.3,91.1,6,50.4
S05931,1.5,5.6,5.3,2.2,86.7,4,29.8
S05932,1.8,7.0,2.7,1.1,100.0,4,57.4
S05933,3.2,6.5,7.6,1.2,79.7,10,44.1
S05934,0.0,7.8,3.0,0.3,76.8,10,34.9
S05935,5.5,7.8,6.7,1.0,67.4,10,61.1
S05936,3.7,8.3,7.7,1.5,92.5,2,46.7
S05937,4.8,5.5,5.1,1.1,79.3,7,46.4
S05938,0.6,7.5,6.9,1.1,97.7,9,47.5
S05939,4.9,6.1,8.7,1.0,87.5,9,35.4
S05940,6.3,5.5,5.5,0.3,81.6,10,67.8
S05941,1.0,6.5,4.6,0.3,74.5,2,22.9
S05942,4.2,8.3,4.9,1.6,93.5,9,54.5
S05943,3.0,6.6,3.5,1.4,84.5,5,53.2
S05944,0.7,8.9,3.5,1.5,87.7,6,39.9
S05945,3.7,7.7,5.9,0.6,91.0,1,49.9
S05946,4.3,6.5,4.7,0.9,87.7,7,45.5
S05947,2.1,8.4,5.7,1.6,76.5,8,51.7
S05948,4.7,7.5,2.0,0.4,90.2,5,52.1
S05949,0.5,5.9,4.8,1.6,93.2,6,32.7
S05950,0.8,9.2,7.1,0.7,88.6,4,50.5
S05951,3.2,7.3,2.8,0.6,91.3,3,66.2
S05952,3.0,7.0,5.0,1.0,92.3,3,59.5
S05953,1.9,6.0,1.3,0.4,81.0,2,28.0
S05954,4.2,8.4,2.4,0.1,80.7,10,65.8
S05955,3.8,7.6,6.6,1.0,100.0,6,62.0
S05956,4.3,7.8,4.4,1.3,98.3,9,65.8
S05957,2.8,6.4,8.6,1.6,84.5,3,21.3
S05958,3.9,8.0,5.9,1.3,91.8,1,41.3
S05959,2.3,8.1,6.1,2.0,75.6,10,49.0
S05960,6.1,6.2,2.8,1.7,79.0,1,70.8
S05961,1.8,5.3,4.2,1.4,72.5,4,40.1
S05962,6.2,7.7,3.5,1.2,87.9,1,69.2
S05963,3.1,5.1,2.9,1.6,88.0,10,41.9
S05964,0.9,7.2,6.3,0.0,95.8,2,21.0
S05965,5.1,6.5,6.7,0.8,82.9,4,54.1
S05966,3.2,8.5,5.8,0.1,95.7,4,71.9
S05967,4.3,6.5,3.3,1.3,91.5,8,70.0
S05968,4.8,8.3,5.7,0.6,100.0,4,64.4
S05969,3.5,6.4,1.2,2.5,100.0,3,66.8
S05970,2.1,8.2,7.6,0.7,99.9,4,52.8
S05971,4.5,9.5,2.4,1.1,93.4,5,78.3
S05972,3.0,5.7,2.8,0.8,76.1,5,51.5
S05973,4.0,7.4,5.2,0.8,87.9,4,58.8
S05974,0.0,10.0,5.4,0.4,100.0,10,30.7
S05975,3.7,7.1,4.9,0.4,90.1,2,61.1
S05976,2.0,7.1,2.8,0.0,76.8,3,52.0
S05977,5.5,7.9,7.3,1.3,88.4,10,53.4
S05978,3.9,7.0,1.6,0.8,75.1,10,49.0
S05979,3.4,5.0,2.0,2.0,76.4,3,42.3
S05980,3.7,8.4,4.8,0.4,89.1,5,67.3
S05981,1.5,4.6,2.5,1.7,92.4,2,30.5
S05982,5.4,6.5,7.4,1.8,77.0,2,49.9
S05983,6.0,8.4,2.6,1.6,79.4,10,80.0
S05984,3.6,6.6,8.1,1.1,70.7,2,38.7
S05985,5.4,6.2,7.1,0.8,83.7,6,46.1
S05986,2.1,8.1,7.5,1.6,65.5,8,20.7
S05987,1.8,6.0,8.8,0.6,82.0,10,41.0
S05988,3.1,5.5,5.2,1.1,85.8,6,38.1
S05989,3.7,7.3,3.0,1.0,67.4,4,64.6
S05990,2.4,6.8,4.8,0.6,74.9,8,38.1
S05991,3.8,5.5,3.9,1.1,84.4,4,31.9
S05992,3.5,7.8,3.6,1.4,83.0,9,55.1
S05993,1.5,7.6,5.3,0.5,83.5,8,20.6
S05994,3.8,6.6,4.4,1.2,87.9,4,38.4
S05995,4.3,6.7,3.5,0.0,68.3,7,48.6
S05996,3.3,7.6,4.5,0.5,92.1,10,48.3
S05997,4.7,8.4,6.1,0.8,81.8,9,59.9
S05998,1.2,6.7,6.9,1.2,79.0,6,43.4
S05999,3.7,7.8,1.8,1.4,66.4,1,54.5
S06000,1.2,7.7,4.4,1.0,82.3,6,25.7
S06001,1.3,8.1,4.7,1.3,90.1,8,57.1
S06002,2.1,7.0,2.6,0.9,86.4,9,53.3
S06003,1.6,5.9,4.8,1.2,86.7,1,21.7
S06004,2.2,6.4,5.3,1.2,81.6,5,44.9
S06005,2.7,7.4,6.0,0.7,84.4,5,40.8
S06006,4.3,9.2,5.2,0.8,73.9,8,54.0
S06007,2.5,6.4,3.2,1.3,85.0,7,46.0
S06008,0.6,8.0,9.0,1.9,80.1,5,30.3
S06009,4.7,6.6,6.7,1.6,73.8,6,52.6
S06010,1.7,7.1,6.1,0.4,92.5,8,35.2
S06011,2.9,8.8,7.0,0.4,69.2,6,36.2
S06012,3.7,7.9,5.5,0.7,90.2,10,53.6
S06013,3.3,5.5,7.6,1.0,90.9,5,30.9
S06014,4.6,6.3,5.1,1.0,79.7,10,44.2
S06015,3.7,8.5,5.0,1.6,95.3,1,50.7
S06016,1.7,7.2,6.3,1.6,79.5,8,29.5
S06017,6.3,5.6,8.2,1.0,78.9,8,46.9
S06018,3.3,6.0,8.0,0.9,73.0,6,30.2
S06019,2.8,7.8,6.2,1.3,84.9,7,27.0
S06020,4.4,8.2,6.0,1.5,75.4,7,59.8
S06021,3.4,7.0,6.4,1.3,77.1,2,40.9
S06022,3.6,10.0,7.0,0.8,84.3,6,56.9
S06023,6.7,8.0,7.6,0.7,84.8,7,68.0
S06024,2.6,6.7,4.5,0.4,97.6,8,44.9
S06025,2.5,6.0,7.6,1.1,94.3,2,37.7
S06026,3.2,5.8,5.7,1.3,90.5,10,42.6
S06027,4.6,7.4,6.3,1.4,83.5,8,57.5
S06028,0.7,6.4,7.8,1.6,81.0,2,12.4
S06029,0.1,9.0,6.5,1.7,84.7,9,36.0
S06030,2.1,8.8,6.8,0.3,79.4,2,41.6
S06031,0.5,7.8,4.2,1.2,78.0,3,33.4
S06032,2.4,5.6,8.0,1.2,84.2,8,32.6
S06033,3.8,6.2,6.4,1.0,76.2,6,33.8
S06034,1.7,8.5,5.3,0.6,76.8,9,41.4
S06035,0.9,6.3,7.2,1.7,94.5,8,29.5
S06036,3.1,8.3,10.2,0.7,71.2,10,53.0
S06037,4.3,7.6,2.7,0.0,74.6,6,57.5
S06038,0.5,7.1,3.4,1.0,97.7,3,28.4
S06039,4.2,6.2,10.4,0.9,81.1,3,21.3
S06040,4.2,6.9,5.9,1.9,98.8,2,50.9
S06041,4.4,7.2,5.4,1.2,73.3,8,57.4
S06042,4.8,8.2,4.8,0.8,85.7,10,61.2
S06043,6.3,5.9,7.4,0.9,92.7,5,63.9
S06044,2.5,6.7,10.2,0.9,75.9,9,22.0
S06045,3.2,7.1,3.7,2.1,100.0,5,44.6
S06046,2.4,7.8,4.8,1.3,81.1,5,63.9
S06047,3.0,5.9,4.3,0.3,90.1,8,42.8
S06048,5.3,5.4,6.5,0.9,78.2,8,46.7
S06049,1.0,7.8,7.4,1.0,99.9,2,30.3
S06050,1.7,5.2,8.2,0.4,88.0,8,19.9
S06051,5.1,8.5,6.5,0.1,100.0,7,67.6
S06052,4.5,6.8,10.0,1.3,96.8,6,38.3
S06053,2.5,5.1,3.9,0.6,93.4,3,35.3
S06054,4.3,6.4,3.3,1.6,75.4,5,45.8
S06055,3.5,7.5,7.9,1.0,85.8,2,18.7
S06056,5.3,6.4,5.2,0.8,81.8,9,52.7
S06057,3.1,7.0,2.2,0.0,85.3,5,48.8
S06058,4.5,7.9,4.4,1.6,86.5,8,58.9
S06059,7.0,6.8,5.5,1.1,76.0,5,80.4
S06060,3.9,5.9,3.7,0.8,83.4,10,51.1
S06061,3.1,6.6,3.0,0.6,84.0,9,53.3
S06062,4.1,8.7,4.6,1.8,74.9,1,77.9
S06063,2.5,9.0,2.9,0.5,93.0,6,61.1
S06064,6.6,4.6,6.3,0.8,87.2,8,46.8
S06065,3.3,8.3,1.1,1.3,93.1,7,53.2
S06066,2.6,7.3,5.2,1.7,89.9,2,33.2
S06067,1.7,8.1,6.0,0.9,67.9,2,50.0
S06068,4.6,6.3,4.8,0.6,76.7,10,74.5
S06069,4.3,4.9,7.2,0.9,100.0,1,44.9
S06070,2.3,7.7,2.3,1.5,92.9,1,47.8
S06071,3.9,5.9,3.6,1.6,68.8,3,63.8
S06072,0.7,5.3,4.3,0.3,89.7,3,36.2
S06073,3.3,5.4,6.4,1.1,76.7,8,31.6
S06074,3.7,7.7,5.4,0.3,64.0,9,50.3
S06075,5.6,7.2,9.3,1.4,100.0,5,56.7
S06076,1.8,7.9,3.4,1.2,85.8,1,42.2
S06077,1.1,7.8,2.2,0.5,87.2,2,37.8
S06078,1.7,6.5,8.6,1.8,72.4,4,38.4
S06079,1.0,6.9,2.1,1.2,73.5,9,53.1
S06080,5.0,6.4,6.4,1.1,69.1,5,62.5
S06081,5.3,6.7,3.0,0.9,99.2,9,69.5
S06082,3.5,5.8,1.0,1.0,68.6,1,66.9
S06083,4.8,7.5,4.3,0.8,100.0,9,56.0
S06084,3.2,8.3,6.8,0.6,75.1,8,44.5
S06085,2.9,6.0,2.6,1.6,72.7,1,51.5
S06086,2.5,8.5,6.2,0.8,84.4,7,50.9
S06087,2.5,7.1,6.5,0.7,78.2,5,34.2
S06088,0.7,7.3,2.5,0.9,86.0,10,37.5
S06089,3.4,5.0,4.5,1.7,76.2,8,40.1
S06090,2.9,4.8,8.2,1.6,81.9,4,30.0
S06091,4.1,7.2,6.3,0.8,77.4,2,54.6
S06092,3.1,7.9,4.5,1.6,93.6,1,51.7
S06093,2.8,6.2,5.8,1.1,90.1,7,22.2
S06094,1.7,9.0,3.6,0.6,87.5,1,49.6
S06095,3.1,7.9,7.2,0.8,95.5,9,49.0
S06096,4.1,5.9,7.2,1.7,87.6,1,52.3
S06097,1.3,7.0,5.2,2.0,86.8,6,40.1
S06098,3.1,10.0,5.5,1.2,83.8,2,60.7
S06099,3.3,5.5,3.0,0.7,77.8,6,27.9
S06100,1.9,7.6,2.3,0.9,77.9,6,47.3
S06101,2.1,6.6,4.2,0.6,86.5,5,41.2
S06102,3.3,7.8,4.8,0.7,95.2,5,57.7
S06103,1.3,8.5,7.1,0.6,90.7,8,47.1
S06104,3.5,6.5,6.8,1.0,90.6,7,41.6
S06105,1.7,8.3,5.4,1.1,73.9,5,58.6
S06106,4.6,9.7,7.4,0.9,90.2,4,63.0
S06107,6.5,7.1,3.1,0.9,81.0,1,71.6
S06108,1.7,7.9,7.2,1.4,86.8,2,38.3
S06109,3.8,6.3,3.4,0.9,90.5,10,44.3
S06110,1.9,7.0,7.5,0.9,73.4,7,33.2
S06111,4.6,6.8,5.0,0.9,86.6,10,59.3
S06112,1.1,8.0,1.0,1.8,87.4,1,53.1
S06113,3.7,8.4,6.5,0.8,95.0,9,53.6
S06114,1.7,6.9,6.6,1.3,79.8,6,26.0
S06115,2.7,8.8,4.1,0.6,84.4,5,44.2
S06116,1.5,8.8,4.3,1.2,86.7,6,62.6
S06117,4.2,8.0,4.7,1.3,79.8,1,57.9
S06118,1.7,6.4,1.1,1.5,79.6,2,54.5
S06119,3.8,6.3,1.0,0.8,79.3,7,76.6
S06120,2.5,6.0,7.6,0.4,83.7,6,22.3
S06121,2.8,8.1,3.4,0.6,100.0,7,43.7
S06122,3.2,5.5,8.7,1.5,84.1,6,36.3
S06123,1.9,7.8,7.7,2.0,89.9,7,33.6
S06124,3.3,5.7,8.1,1.4,85.3,7,38.2
S06125,5.3,8.0,3.7,0.4,81.9,6,57.2
S06126,1.8,7.0,1.8,1.4,84.8,8,43.4
S06127,4.8,8.6,2.8,0.5,92.7,7,66.7
S06128,5.2,8.4,4.1,0.8,84.5,9,58.2
S06129,1.8,8.7,1.0,1.1,83.4,5,55.3
S06130,0.8,8.8,4.0,1.2,82.7,8,37.9
S06131,3.5,7.2,4.6,1.0,75.1,8,47.2
S06132,2.2,5.6,2.4,0.7,95.4,8,47.1
S06133,5.8,5.7,2.9,1.5,80.5,4,63.7
S06134,3.1,4.5,4.6,0.7,99.7,9,44.6
